,dataset,algorithm,split_number,pchembl_value,predicted,absolute_error
CHEMBL308758,hDHFR,modsar,1,8.0,7.802530297043527,0.19746970295647337
CHEMBL318721,hDHFR,modsar,1,8.18,5.977005552898024,2.2029944471019753
CHEMBL3228459,hDHFR,modsar,1,4.24,5.15,0.9100000000000001
CHEMBL3228465,hDHFR,modsar,1,4.96,5.15,0.1900000000000004
CHEMBL3234116,hDHFR,modsar,1,6.76,6.733695699772717,0.026304300227282695
CHEMBL3234321,hDHFR,modsar,1,6.76,6.551884041777086,0.20811595822291373
CHEMBL329985,hDHFR,modsar,1,5.7,4.607339336167158,1.0926606638328424
CHEMBL333769,hDHFR,modsar,1,6.49,6.894855921648556,0.4048559216485561
CHEMBL333976,hDHFR,modsar,1,5.37,2.82771733655746,2.54228266344254
CHEMBL334271,hDHFR,modsar,1,4.74,10.020233442485686,5.280233442485686
CHEMBL338742,hDHFR,modsar,1,6.57,5.3534058618735525,1.2165941381264478
CHEMBL34918,hDHFR,modsar,1,6.34,6.7270445821152896,0.3870445821152897
CHEMBL3526249,hDHFR,modsar,1,6.48,6.717616184780647,0.23761618478064683
CHEMBL356620,hDHFR,modsar,1,7.85,6.745667551812813,1.1043324481871863
CHEMBL35807,hDHFR,modsar,1,6.12,6.1840323911744335,0.06403239117443338
CHEMBL358195,hDHFR,modsar,1,7.74,6.225662417988334,1.5143375820116658
CHEMBL358381,hDHFR,modsar,1,6.43,6.201647639174675,0.2283523608253244
CHEMBL359144,hDHFR,modsar,1,8.42,9.212053185262146,0.7920531852621462
CHEMBL35921,hDHFR,modsar,1,7.8,7.460000000000036,0.33999999999996344
CHEMBL36245,hDHFR,modsar,1,5.54,6.023129574149039,0.48312957414903934
CHEMBL3644521,hDHFR,modsar,1,6.28,6.552514569922716,0.2725145699227154
CHEMBL389643,hDHFR,modsar,1,6.68,6.728292189360989,0.04829218936098911
CHEMBL389887,hDHFR,modsar,1,5.24,5.376458580560651,0.1364585805606504
CHEMBL39175,hDHFR,modsar,1,6.4,5.711051660303205,0.688948339696795
CHEMBL396296,hDHFR,modsar,1,6.685,7.21129848599571,0.52629848599571
CHEMBL398416,hDHFR,modsar,1,7.47,7.599999999999994,0.12999999999999456
CHEMBL40850,hDHFR,modsar,1,5.33,5.71510996892648,0.3851099689264803
CHEMBL413110,hDHFR,modsar,1,5.59,5.812626470764618,0.2226264707646184
CHEMBL421959,hDHFR,modsar,1,4.49,5.973218550453977,1.4832185504539765
CHEMBL421973,hDHFR,modsar,1,7.49,7.935658055803968,0.44565805580396756
CHEMBL423123,hDHFR,modsar,1,8.07,8.166836826745437,0.09683682674543626
CHEMBL430797,hDHFR,modsar,1,4.72,5.9877218537573205,1.2677218537573207
CHEMBL438664,hDHFR,modsar,1,7.18,6.875994894743847,0.3040051052561523
CHEMBL459177,hDHFR,modsar,1,5.87,5.837700413636952,0.03229958636304797
CHEMBL476400,hDHFR,modsar,1,6.25,6.646143295216937,0.3961432952169366
CHEMBL477028,hDHFR,modsar,1,5.67,5.044135974761431,0.6258640252385685
CHEMBL478404,hDHFR,modsar,1,4.52,4.657684486346723,0.13768448634672303
CHEMBL486570,hDHFR,modsar,1,6.89,6.296138940438229,0.593861059561771
CHEMBL492836,hDHFR,modsar,1,6.25,5.547684486346722,0.7023155136532777
CHEMBL495125,hDHFR,modsar,1,5.6,5.547684486346722,0.05231551365327736
CHEMBL521055,hDHFR,modsar,1,5.49,7.07,1.58
CHEMBL550769,hDHFR,modsar,1,5.59,6.201097400293928,0.6110974002939278
CHEMBL551049,hDHFR,modsar,1,7.72,4.560763691187207,3.159236308812793
CHEMBL564937,hDHFR,modsar,1,6.59,6.221838364745475,0.36816163525452517
CHEMBL573880,hDHFR,modsar,1,5.92,6.016914454467561,0.0969144544675613
CHEMBL575217,hDHFR,modsar,1,6.12,5.64203249874927,0.4779675012507303
CHEMBL57582,hDHFR,modsar,1,6.64,6.634619758884024,0.005380241115975792
CHEMBL584390,hDHFR,modsar,1,7.22,5.952947195502457,1.2670528044975429
CHEMBL584391,hDHFR,modsar,1,5.85,5.753049680612438,0.09695031938756138
CHEMBL595497,hDHFR,modsar,1,4.91,4.257707271352634,0.6522927286473665
CHEMBL596672,hDHFR,modsar,1,5.4,6.2116694445833005,0.8116694445833001
CHEMBL603198,hDHFR,modsar,1,5.3,5.079999999999997,0.22000000000000242
CHEMBL604879,hDHFR,modsar,1,4.48,3.9400000000000057,0.5399999999999947
CHEMBL62599,hDHFR,modsar,1,4.43,4.487273256912156,0.0572732569121559
CHEMBL62675,hDHFR,modsar,1,4.18,5.022793089056901,0.8427930890569009
CHEMBL64215,hDHFR,modsar,1,4.0,4.421733618114466,0.42173361811446597
CHEMBL65616,hDHFR,modsar,1,7.775,7.567530901137058,0.2074690988629424
CHEMBL77065,hDHFR,modsar,1,6.55,6.878871659957851,0.3288716599578514
CHEMBL77758,hDHFR,modsar,1,6.26,8.000731249272881,1.7407312492728817
CHEMBL81119,hDHFR,modsar,1,6.92,7.490269240507759,0.5702692405077592
CHEMBL81820,hDHFR,modsar,1,8.3,8.453413903636335,0.15341390363633423
CHEMBL83547,hDHFR,modsar,1,6.03,5.708027135630213,0.321972864369787
CHEMBL83644,hDHFR,modsar,1,8.89,6.857207675533978,2.0327923244660226
CHEMBL100239,hDHFR,modsar,1,6.21,6.569999999999993,0.3599999999999932
CHEMBL1089229,hDHFR,modsar,1,6.3,6.0,0.2999999999999998
CHEMBL109260,hDHFR,modsar,1,7.85,7.976936211901032,0.12693621190103244
CHEMBL1093230,hDHFR,modsar,1,6.05,6.055736703535598,0.005736703535598409
CHEMBL1093243,hDHFR,modsar,1,5.7,6.0,0.2999999999999998
CHEMBL1093519,hDHFR,modsar,1,6.3,6.0,0.2999999999999998
CHEMBL1093993,hDHFR,modsar,1,5.52,5.727855321591841,0.2078553215918415
CHEMBL114058,hDHFR,modsar,1,4.6,5.950241883621709,1.3502418836217096
CHEMBL114354,hDHFR,modsar,1,7.57,6.149999999999977,1.420000000000023
CHEMBL115474,hDHFR,modsar,1,5.62,5.871484674167478,0.2514846741674779
CHEMBL1160181,hDHFR,modsar,1,6.54,8.406669626935258,1.8666696269352583
CHEMBL1160188,hDHFR,modsar,1,6.43,6.88904173080484,0.4590417308048407
CHEMBL116200,hDHFR,modsar,1,4.59,6.241047234606615,1.6510472346066152
CHEMBL1165305,hDHFR,modsar,1,7.03,6.149999999999977,0.880000000000023
CHEMBL1165306,hDHFR,modsar,1,6.76,5.89874920987566,0.8612507901243394
CHEMBL1165388,hDHFR,modsar,1,7.17,6.149999999999977,1.0200000000000227
CHEMBL117602,hDHFR,modsar,1,6.9,8.456858494489977,1.5568584944899762
CHEMBL117750,hDHFR,modsar,1,6.85,6.837891233169377,0.012108766830622564
CHEMBL121680,hDHFR,modsar,1,4.62,4.685944094786077,0.06594409478607677
CHEMBL122628,hDHFR,modsar,1,5.04,5.540209314041173,0.5002093140411725
CHEMBL123061,hDHFR,modsar,1,5.41,6.307681213408439,0.8976812134084389
CHEMBL1270439,hDHFR,modsar,1,6.54,6.540000000000021,2.1316282072803006e-14
CHEMBL138870,hDHFR,modsar,1,6.48,6.215184695498078,0.2648153045019228
CHEMBL141857,hDHFR,modsar,1,5.52,5.6363329081696,0.11633290816960073
CHEMBL146925,hDHFR,modsar,1,4.57,4.773877342024627,0.2038773420246267
CHEMBL147458,hDHFR,modsar,1,6.07,8.43169177423229,2.3616917742322894
CHEMBL147469,hDHFR,modsar,1,8.15,6.540396255774677,1.609603744225323
CHEMBL148577,hDHFR,modsar,1,8.44,7.309909274515748,1.1300907254842514
CHEMBL149027,hDHFR,modsar,1,5.89,6.171155707406239,0.2811557074062394
CHEMBL150247,hDHFR,modsar,1,5.6,6.663492400831631,1.063492400831631
CHEMBL150382,hDHFR,modsar,1,8.21,8.450422422011721,0.24042242201172037
CHEMBL151129,hDHFR,modsar,1,5.21,5.99479046674713,0.7847904667471299
CHEMBL151451,hDHFR,modsar,1,8.21,7.313994931972053,0.8960050680279474
CHEMBL151947,hDHFR,modsar,1,7.82,5.244161576523934,2.575838423476066
CHEMBL156551,hDHFR,modsar,1,6.6,5.970438168881038,0.6295618311189619
CHEMBL1824774,hDHFR,modsar,1,6.76,6.869999999999997,0.10999999999999766
CHEMBL1824775,hDHFR,modsar,1,5.75,6.869999999999997,1.1199999999999974
CHEMBL1852382,hDHFR,modsar,1,4.66,7.16,2.5
CHEMBL18925,hDHFR,modsar,1,7.72,7.732199503605041,0.012199503605041073
CHEMBL209394,hDHFR,modsar,1,5.64,6.838752829479988,1.1987528294799885
CHEMBL209443,hDHFR,modsar,1,5.74,5.515704306570356,0.22429569342964406
CHEMBL211265,hDHFR,modsar,1,4.55,4.900262327330111,0.3502623273301113
CHEMBL2151066,hDHFR,modsar,1,7.48,7.1582077838895195,0.3217922161104809
CHEMBL2153704,hDHFR,modsar,1,6.1,6.653394285246699,0.5533942852466991
CHEMBL2153707,hDHFR,modsar,1,7.74,7.580023913278017,0.15997608672198282
CHEMBL219889,hDHFR,modsar,1,5.84,5.86,0.020000000000000462
CHEMBL225180,hDHFR,modsar,1,5.68,5.7308064985738145,0.05080649857381481
CHEMBL22677,hDHFR,modsar,1,6.23,6.865542369655625,0.6355423696556244
CHEMBL226953,hDHFR,modsar,1,5.22,5.5400000000000205,0.3200000000000207
CHEMBL227007,hDHFR,modsar,1,5.55,5.402644845291269,0.1473551547087304
CHEMBL227063,hDHFR,modsar,1,5.85,4.480000000000018,1.3699999999999815
CHEMBL23272,hDHFR,modsar,1,6.07,6.513547924312357,0.443547924312357
CHEMBL2335417,hDHFR,modsar,1,6.6,6.399999999999977,0.20000000000002238
CHEMBL2335420,hDHFR,modsar,1,7.22,6.623333333333373,0.5966666666666267
CHEMBL23383,hDHFR,modsar,1,7.24,7.503445677261556,0.2634456772615561
CHEMBL23569,hDHFR,modsar,1,7.82,6.645814850363058,1.1741851496369424
CHEMBL23584,hDHFR,modsar,1,6.36,6.862265677911898,0.5022656779118977
CHEMBL2382314,hDHFR,modsar,1,6.72,5.427341678587505,1.2926583214124951
CHEMBL2382320,hDHFR,modsar,1,5.23,5.980549451576164,0.7505494515761635
CHEMBL2382326,hDHFR,modsar,1,7.24,6.834943176842123,0.40505682315787706
CHEMBL2382336,hDHFR,modsar,1,6.82,7.973612315600839,1.1536123156008387
CHEMBL2387094,hDHFR,modsar,1,5.79,4.9048019550784865,0.8851980449215135
CHEMBL244883,hDHFR,modsar,1,6.96,7.600000000000023,0.6400000000000228
CHEMBL251430,hDHFR,modsar,1,4.26,3.861400395764207,0.3985996042357929
CHEMBL251906,hDHFR,modsar,1,7.41,5.181056014248516,2.228943985751484
CHEMBL252132,hDHFR,modsar,1,6.92,6.403817861803844,0.5161821381961555
CHEMBL253976,hDHFR,modsar,1,7.6,7.47,0.1299999999999999
CHEMBL277217,hDHFR,modsar,1,6.3,6.3947563054698335,0.09475630546983371
CHEMBL278345,hDHFR,modsar,1,7.17,7.095620330190114,0.0743796698098862
CHEMBL282022,hDHFR,modsar,1,6.96,7.045721457791035,0.0857214577910348
CHEMBL287532,hDHFR,modsar,1,4.57,7.545338459019008,2.9753384590190075
CHEMBL287553,hDHFR,modsar,1,6.43,6.311693880404193,0.11830611959580661
CHEMBL291540,hDHFR,modsar,1,6.72,7.474128346477578,0.7541283464775779
CHEMBL293263,hDHFR,modsar,1,8.39,7.676008060726849,0.7139919392731517
CHEMBL301629,hDHFR,modsar,1,7.34,7.75276952766046,0.41276952766046016
CHEMBL303654,hDHFR,modsar,1,8.24,8.079003438396922,0.16099656160307774
CHEMBL3228461,hDHFR,modsar,1,4.55,5.52,0.9699999999999998
CHEMBL3228463,hDHFR,modsar,1,5.15,5.52,0.3699999999999992
CHEMBL3228464,hDHFR,modsar,1,5.1,5.52,0.41999999999999993
CHEMBL3228465,hDHFR,modsar,1,4.96,5.52,0.5599999999999996
CHEMBL3234120,hDHFR,modsar,1,6.32,6.860563112646924,0.5405631126469235
CHEMBL325434,hDHFR,modsar,1,7.59,7.447085747144851,0.14291425285514858
CHEMBL32708,hDHFR,modsar,1,4.89,5.946934975285135,1.0569349752851354
CHEMBL334271,hDHFR,modsar,1,4.74,9.840559542780008,5.100559542780008
CHEMBL334307,hDHFR,modsar,1,7.04,6.569999999999993,0.47000000000000686
CHEMBL336487,hDHFR,modsar,1,6.285,6.777128612118968,0.4921286121189681
CHEMBL33815,hDHFR,modsar,1,6.19,7.929104161173794,1.7391041611737936
CHEMBL345757,hDHFR,modsar,1,5.59,6.720284507165418,1.1302845071654177
CHEMBL346666,hDHFR,modsar,1,8.4,6.663519509162713,1.7364804908372875
CHEMBL347088,hDHFR,modsar,1,6.56,7.183391512707428,0.6233915127074283
CHEMBL347974,hDHFR,modsar,1,8.17,8.02523287442423,0.1447671255757701
CHEMBL356620,hDHFR,modsar,1,7.85,7.0720064479729245,0.7779935520270751
CHEMBL35807,hDHFR,modsar,1,6.12,6.458140700895216,0.33814070089521575
CHEMBL359144,hDHFR,modsar,1,8.42,7.84021894227476,0.5797810577252402
CHEMBL35921,hDHFR,modsar,1,7.8,7.545338459019008,0.25466154098099203
CHEMBL35936,hDHFR,modsar,1,6.34,6.434348468576755,0.09434846857675527
CHEMBL3644517,hDHFR,modsar,1,5.56,5.86,0.3000000000000007
CHEMBL3644519,hDHFR,modsar,1,5.38,5.38,0.0
CHEMBL371860,hDHFR,modsar,1,6.38,5.609369169084481,0.7706308309155192
CHEMBL384443,hDHFR,modsar,1,4.84,5.94,1.1000000000000005
CHEMBL388879,hDHFR,modsar,1,6.905,7.726573814685517,0.8215738146855172
CHEMBL389051,hDHFR,modsar,1,5.72,5.629816541562689,0.0901834584373109
CHEMBL389643,hDHFR,modsar,1,6.68,7.294320314027838,0.6143203140278386
CHEMBL39175,hDHFR,modsar,1,6.4,5.801149886443334,0.598850113556666
CHEMBL413110,hDHFR,modsar,1,5.59,4.685944094786077,0.904055905213923
CHEMBL422395,hDHFR,modsar,1,5.72,5.629816541562689,0.0901834584373109
CHEMBL423123,hDHFR,modsar,1,8.07,8.297954789105095,0.2279547891050946
CHEMBL430872,hDHFR,modsar,1,6.38,6.11674117943605,0.26325882056394967
CHEMBL431359,hDHFR,modsar,1,7.4,7.809305554932035,0.40930555493203435
CHEMBL439973,hDHFR,modsar,1,6.01,5.45503043459748,0.5549695654025202
CHEMBL476400,hDHFR,modsar,1,6.25,6.981669645666323,0.7316696456663232
CHEMBL477641,hDHFR,modsar,1,5.03,6.836127847433741,1.806127847433741
CHEMBL478403,hDHFR,modsar,1,4.8,4.804999999999993,0.004999999999992788
CHEMBL485959,hDHFR,modsar,1,7.24,6.506666666666681,0.7333333333333192
CHEMBL492836,hDHFR,modsar,1,6.25,5.787826839755271,0.46217316024472943
CHEMBL501263,hDHFR,modsar,1,6.44,6.506666666666681,0.06666666666668064
CHEMBL520358,hDHFR,modsar,1,5.77,5.86,0.09000000000000075
CHEMBL550296,hDHFR,modsar,1,5.66,5.5400000000000205,0.11999999999997968
CHEMBL551049,hDHFR,modsar,1,7.72,6.170269951414047,1.5497300485859524
CHEMBL551768,hDHFR,modsar,1,6.22,5.590000000000003,0.6299999999999963
CHEMBL56719,hDHFR,modsar,1,6.27,6.6323551075730744,0.3623551075730749
CHEMBL572485,hDHFR,modsar,1,6.74,5.86,0.8799999999999999
CHEMBL578424,hDHFR,modsar,1,6.68,6.3,0.3799999999999999
CHEMBL584391,hDHFR,modsar,1,5.85,5.86,0.010000000000000675
CHEMBL58908,hDHFR,modsar,1,6.85,6.542924620506919,0.3070753794930807
CHEMBL593154,hDHFR,modsar,1,4.06,4.91,0.8500000000000005
CHEMBL594320,hDHFR,modsar,1,4.99,4.91,0.08000000000000007
CHEMBL594810,hDHFR,modsar,1,5.2,4.91,0.29000000000000004
CHEMBL595757,hDHFR,modsar,1,5.29,4.5577527049953375,0.7322472950046626
CHEMBL603198,hDHFR,modsar,1,5.3,4.280542550229525,1.0194574497704751
CHEMBL606039,hDHFR,modsar,1,5.72,4.9015877855450825,0.8184122144549173
CHEMBL610181,hDHFR,modsar,1,4.79,4.9015877855450825,0.11158778554508242
CHEMBL61708,hDHFR,modsar,1,5.0,5.923425832619237,0.9234258326192366
CHEMBL65620,hDHFR,modsar,1,7.24,7.774999999999977,0.534999999999977
CHEMBL69713,hDHFR,modsar,1,8.24,8.078816187317162,0.16118381268283777
CHEMBL74782,hDHFR,modsar,1,5.61,7.110282454225341,1.5002824542253403
CHEMBL7492,hDHFR,modsar,1,8.61,7.050114608033718,1.5598853919662812
CHEMBL77758,hDHFR,modsar,1,6.26,8.13801934186167,1.8780193418616697
CHEMBL80066,hDHFR,modsar,1,7.77,7.164342213043563,0.6056577869564368
CHEMBL83547,hDHFR,modsar,1,6.03,5.928355669443104,0.10164433055689592
CHEMBL106628,hDHFR,modsar,1,6.35,6.35,0.0
CHEMBL106699,hDHFR,modsar,1,4.76,6.182599793310286,1.4225997933102859
CHEMBL1080403,hDHFR,modsar,1,5.0,4.990000000000002,0.00999999999999801
CHEMBL1090563,hDHFR,modsar,1,6.1,6.097582584139858,0.0024174158601413254
CHEMBL1092683,hDHFR,modsar,1,6.0,5.99118680492053,0.008813195079469871
CHEMBL1093243,hDHFR,modsar,1,5.7,5.916414333068464,0.2164143330684638
CHEMBL1093244,hDHFR,modsar,1,6.0,6.299999999999997,0.29999999999999716
CHEMBL1093475,hDHFR,modsar,1,5.52,5.6925713151356865,0.1725713151356869
CHEMBL1160181,hDHFR,modsar,1,6.54,6.513563822552999,0.02643617744700144
CHEMBL1160200,hDHFR,modsar,1,6.19,5.325450072208795,0.864549927791205
CHEMBL1163286,hDHFR,modsar,1,7.07,5.757215499446576,1.3127845005534242
CHEMBL1165305,hDHFR,modsar,1,7.03,4.6337004112527795,2.3962995887472207
CHEMBL1165388,hDHFR,modsar,1,7.17,4.630625950030671,2.5393740499693287
CHEMBL116815,hDHFR,modsar,1,4.55,5.601979285932663,1.0519792859326635
CHEMBL117602,hDHFR,modsar,1,6.9,8.064042550742254,1.1640425507422538
CHEMBL117750,hDHFR,modsar,1,6.85,6.887529022249705,0.037529022249705335
CHEMBL118316,hDHFR,modsar,1,5.51,5.700000000000001,0.19000000000000128
CHEMBL121595,hDHFR,modsar,1,6.26,5.469841634227208,0.7901583657727915
CHEMBL122628,hDHFR,modsar,1,5.04,5.423830683112011,0.3838306831120111
CHEMBL1230365,hDHFR,modsar,1,6.54,5.907565022572065,0.632434977427935
CHEMBL124304,hDHFR,modsar,1,5.62,7.187343835579599,1.5673438355795986
CHEMBL1270734,hDHFR,modsar,1,6.5,5.772840320094383,0.7271596799056166
CHEMBL140448,hDHFR,modsar,1,7.96,6.911458337443349,1.0485416625566506
CHEMBL141857,hDHFR,modsar,1,5.52,5.609401898878573,0.08940189887857386
CHEMBL146925,hDHFR,modsar,1,4.57,5.20460469085796,0.6346046908579597
CHEMBL147131,hDHFR,modsar,1,8.34,7.714777400324522,0.6252225996754781
CHEMBL147469,hDHFR,modsar,1,8.15,7.4161240172941865,0.7338759827058139
CHEMBL149101,hDHFR,modsar,1,7.92,7.391333858013936,0.5286661419860641
CHEMBL151367,hDHFR,modsar,1,8.0,7.6368514898463395,0.36314851015366045
CHEMBL151611,hDHFR,modsar,1,5.28,7.891996795045323,2.6119967950453225
CHEMBL154935,hDHFR,modsar,1,4.66,5.631328378780159,0.971328378780159
CHEMBL155023,hDHFR,modsar,1,7.46,8.446758048004307,0.9867580480043072
CHEMBL157117,hDHFR,modsar,1,7.52,8.35813648197516,0.8381364819751607
CHEMBL171790,hDHFR,modsar,1,6.19,5.8036550403833,0.3863449596167001
CHEMBL1807580,hDHFR,modsar,1,4.85,6.3,1.4500000000000002
CHEMBL1852675,hDHFR,modsar,1,7.16,4.659999999999997,2.5000000000000036
CHEMBL1852677,hDHFR,modsar,1,5.27,4.659999999999997,0.610000000000003
CHEMBL2012911,hDHFR,modsar,1,6.47,6.906982488615349,0.4369824886153495
CHEMBL2151066,hDHFR,modsar,1,7.48,7.749336588089265,0.2693365880892644
CHEMBL2153704,hDHFR,modsar,1,6.1,5.669999999999959,0.43000000000004057
CHEMBL2153705,hDHFR,modsar,1,6.38,5.669999999999959,0.7100000000000408
CHEMBL2153711,hDHFR,modsar,1,7.49,5.669999999999959,1.8200000000000411
CHEMBL223301,hDHFR,modsar,1,5.86,5.902900393347445,0.042900393347444776
CHEMBL2261694,hDHFR,modsar,1,6.08,8.89,2.8100000000000005
CHEMBL2261695,hDHFR,modsar,1,5.14,7.030000000000001,1.8900000000000015
CHEMBL2261696,hDHFR,modsar,1,8.0,7.030000000000001,0.9699999999999989
CHEMBL22677,hDHFR,modsar,1,6.23,6.886034468827235,0.6560344688272348
CHEMBL23272,hDHFR,modsar,1,6.07,6.532442359523692,0.46244235952369195
CHEMBL23338,hDHFR,modsar,1,7.03,6.946403464662076,0.08359653533792422
CHEMBL2335417,hDHFR,modsar,1,6.6,6.474442214804463,0.12555778519553673
CHEMBL2335421,hDHFR,modsar,1,7.35,6.705797885443511,0.6442021145564887
CHEMBL2335423,hDHFR,modsar,1,6.59,6.943010462341462,0.35301046234146227
CHEMBL23416,hDHFR,modsar,1,7.57,6.94335878098447,0.6266412190155304
CHEMBL23447,hDHFR,modsar,1,6.51,6.957464169204259,0.4474641692042596
CHEMBL23569,hDHFR,modsar,1,7.82,6.282373587082038,1.5376264129179624
CHEMBL23584,hDHFR,modsar,1,6.36,8.028060209506528,1.6680602095065273
CHEMBL2382319,hDHFR,modsar,1,5.68,5.6989300796798235,0.01893007967982374
CHEMBL2382323,hDHFR,modsar,1,5.68,6.935271768336241,1.2552717683362413
CHEMBL2382324,hDHFR,modsar,1,6.35,5.841802081096091,0.5081979189039085
CHEMBL2382326,hDHFR,modsar,1,7.24,6.646494103873123,0.5935058961268771
CHEMBL2382335,hDHFR,modsar,1,7.34,6.93165508415918,0.40834491584081967
CHEMBL2382336,hDHFR,modsar,1,6.82,7.1083794128596045,0.2883794128596042
CHEMBL2387090,hDHFR,modsar,1,5.68,5.250219497034924,0.42978050296507586
CHEMBL2387104,hDHFR,modsar,1,5.22,6.598674263516461,1.3786742635164613
CHEMBL251430,hDHFR,modsar,1,4.26,4.306445444319469,0.04644544431946951
CHEMBL251906,hDHFR,modsar,1,7.41,5.449004987158059,1.9609950128419413
CHEMBL252132,hDHFR,modsar,1,6.92,6.382882839651742,0.5371171603482576
CHEMBL253976,hDHFR,modsar,1,7.6,6.833343400239107,0.7666565997608927
CHEMBL277217,hDHFR,modsar,1,6.3,6.2632098293480345,0.036790170651965326
CHEMBL280864,hDHFR,modsar,1,7.14,7.265211752269453,0.12521175226945314
CHEMBL286700,hDHFR,modsar,1,5.21,5.3585783569197085,0.14857835691970855
CHEMBL287553,hDHFR,modsar,1,6.43,6.965561289846222,0.5355612898462221
CHEMBL289372,hDHFR,modsar,1,6.28,6.468577319600836,0.188577319600836
CHEMBL293263,hDHFR,modsar,1,8.39,7.2617429824525725,1.128257017547428
CHEMBL294377,hDHFR,modsar,1,6.52,6.922603502276916,0.4026035022769161
CHEMBL301629,hDHFR,modsar,1,7.34,7.217990527077161,0.12200947292283892
CHEMBL305253,hDHFR,modsar,1,8.34,8.19183090278652,0.14816909721347926
CHEMBL3115730,hDHFR,modsar,1,7.0,6.3,0.7000000000000002
CHEMBL3218936,hDHFR,modsar,1,5.51,5.06,0.4500000000000002
CHEMBL3219804,hDHFR,modsar,1,7.21,6.2269114124076275,0.9830885875923725
CHEMBL3234115,hDHFR,modsar,1,7.01,5.846397753337792,1.163602246662208
CHEMBL3234117,hDHFR,modsar,1,6.9,6.333339589843649,0.5666604101563513
CHEMBL3234118,hDHFR,modsar,1,6.87,6.266808397471532,0.6031916025284678
CHEMBL3234324,hDHFR,modsar,1,6.74,5.977273298117793,0.7627267018822073
CHEMBL323960,hDHFR,modsar,1,6.12,6.14,0.019999999999999574
CHEMBL32439,hDHFR,modsar,1,7.46,7.594379834666629,0.13437983466662917
CHEMBL329985,hDHFR,modsar,1,5.7,5.4602346049753026,0.23976539502469763
CHEMBL33208,hDHFR,modsar,1,4.12,5.463217931333439,1.343217931333439
CHEMBL333769,hDHFR,modsar,1,6.49,5.177231365239114,1.3127686347608858
CHEMBL343140,hDHFR,modsar,1,7.08,6.654475831068259,0.42552416893174083
CHEMBL345258,hDHFR,modsar,1,8.0,6.069999999999999,1.9300000000000006
CHEMBL34823,hDHFR,modsar,1,4.91,6.906982488615349,1.996982488615349
CHEMBL34918,hDHFR,modsar,1,6.34,5.669999999999959,0.6700000000000408
CHEMBL35222,hDHFR,modsar,1,6.28,6.557792000169356,0.2777920001693559
CHEMBL35231,hDHFR,modsar,1,5.07,6.318857956450612,1.2488579564506121
CHEMBL358884,hDHFR,modsar,1,8.39,8.561651884016431,0.1716518840164305
CHEMBL359144,hDHFR,modsar,1,8.42,10.148893637333606,1.7288936373336057
CHEMBL35936,hDHFR,modsar,1,6.34,6.764536126472852,0.42453612647285244
CHEMBL3644522,hDHFR,modsar,1,6.54,6.274640357964015,0.2653596420359854
CHEMBL3644523,hDHFR,modsar,1,6.8,5.889101034258089,0.9108989657419109
CHEMBL36866,hDHFR,modsar,1,8.39,8.031053142187506,0.35894685781249436
CHEMBL39107,hDHFR,modsar,1,5.42,6.151643444395031,0.731643444395031
CHEMBL401073,hDHFR,modsar,1,4.48,5.045080073242894,0.5650800732428936
CHEMBL41161,hDHFR,modsar,1,5.82,5.736933875205805,0.08306612479419506
CHEMBL413110,hDHFR,modsar,1,5.59,5.165630519407285,0.4243694805927145
CHEMBL417562,hDHFR,modsar,1,4.14,5.31110941445495,1.1711094144549508
CHEMBL417696,hDHFR,modsar,1,4.92,5.781142043549391,0.8611420435493908
CHEMBL422316,hDHFR,modsar,1,5.27,7.5125785276818515,2.242578527681852
CHEMBL423123,hDHFR,modsar,1,8.07,8.081325755757023,0.011325755757022549
CHEMBL476400,hDHFR,modsar,1,6.25,7.2222531856680074,0.9722531856680074
CHEMBL477641,hDHFR,modsar,1,5.03,5.669999999999959,0.6399999999999588
CHEMBL485569,hDHFR,modsar,1,5.87,5.664034551857244,0.20596544814275575
CHEMBL485959,hDHFR,modsar,1,7.24,6.512720916679818,0.7272790833201821
CHEMBL485960,hDHFR,modsar,1,5.89,5.845132474572457,0.044867525427542354
CHEMBL485961,hDHFR,modsar,1,5.89,5.971493700820798,0.08149370082079788
CHEMBL492836,hDHFR,modsar,1,6.25,5.760076375849829,0.48992362415017077
CHEMBL495124,hDHFR,modsar,1,5.54,5.460000000000008,0.07999999999999208
CHEMBL501263,hDHFR,modsar,1,6.44,5.8801852603813085,0.5598147396186919
CHEMBL516891,hDHFR,modsar,1,4.48,5.074159630588049,0.5941596305880488
CHEMBL538143,hDHFR,modsar,1,6.21,6.250181064121453,0.040181064121452614
CHEMBL550769,hDHFR,modsar,1,5.59,6.229818935878539,0.6398189358785391
CHEMBL551985,hDHFR,modsar,1,6.52,6.219999999999999,0.3000000000000007
CHEMBL563212,hDHFR,modsar,1,6.27,6.096583270344446,0.17341672965555333
CHEMBL56977,hDHFR,modsar,1,6.66,5.80791800675472,0.8520819932452799
CHEMBL575223,hDHFR,modsar,1,7.06,6.6595440794196845,0.4004559205803151
CHEMBL578424,hDHFR,modsar,1,6.68,5.670707433639329,1.0092925663606707
CHEMBL584391,hDHFR,modsar,1,5.85,5.681503114968391,0.1684968850316082
CHEMBL595757,hDHFR,modsar,1,5.29,4.696850141692746,0.5931498583072541
CHEMBL60486,hDHFR,modsar,1,5.74,6.951082298604879,1.2110822986048788
CHEMBL605413,hDHFR,modsar,1,4.59,4.77218037601119,0.18218037601118997
